publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2016p904589,,2016-11-30T16:45:30.839Z,2016-11-30T16:48:42.262Z,174.1454686,-41.70665648,2.773881008,12.734375,M,,NonLinLoc,,automatic,nz3drx,52,52,31,0.067026386,81.73561512,1.506373915,0
2016p904584,,2016-11-30T16:42:33.236Z,2016-11-30T16:45:04.375Z,174.2530175,-41.71064796,2.273254136,10.15625,M,,NonLinLoc,,automatic,nz3drx,31,31,14,0.04984784681,136.4337171,0.9263212626,0
2016p904573,,2016-11-30T16:36:52.995Z,2016-11-30T16:40:22.148Z,174.5740997,-42.53239492,2.912387386,53.75,M,,NonLinLoc,,automatic,nz3drx,40,40,20,0.7707075265,185.3423152,0.7267392205,0
2016p904562,,2016-11-30T16:30:44.917Z,2016-11-30T16:32:41.066Z,175.7243087,-40.18832895,1.929627909,30.3125,M,,NonLinLoc,,automatic,nz3drx,12,12,5,0.225001671,158.6601491,1.082094838,0
2016p904524,,2016-11-30T16:10:43.787Z,2016-11-30T16:12:50.268Z,174.1264331,-41.68941397,1.840672663,14.609375,M,,NonLinLoc,,automatic,nz3drx,18,18,6,0.08897556213,77.86086847,0.4801814845,0
2016p904515,,2016-11-30T16:05:49.684Z,2016-11-30T16:07:09.777Z,174.3123746,-41.76910994,1.880804745,10.15625,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.07537892421,158.3417671,0.5280598807,0
2016p904504,,2016-11-30T16:00:13.447Z,2016-11-30T16:03:28.643Z,174.2018929,-41.76336711,2.529245945,9.921875,M,,NonLinLoc,,automatic,nz3drx,41,41,19,0.01565802951,141.0604437,1.014344918,0
2016p904487,,2016-11-30T15:50:58.465Z,2016-11-30T15:52:24.880Z,175.9233639,-40.61523547,1.183950292,27.734375,M,,NonLinLoc,,automatic,nz3drx,14,14,5,0.07010527888,73.53730715,0.3665634572,0
2016p904474,,2016-11-30T15:43:48.368Z,2016-11-30T15:47:05.413Z,174.3698106,-41.71491039,3.178151187,9.921875,M,,NonLinLoc,,automatic,nz3drx,79,79,52,0.1221477229,128.219361,1.795388785,0
2016p904455,,2016-11-30T15:33:59.922Z,2016-11-30T15:35:55.741Z,173.7644304,-42.0300298,2.11136468,20.46875,M,,NonLinLoc,,automatic,nz3drx,19,19,7,0.3249694572,140.7089571,0.9324245793,0
2016p904450,,2016-11-30T15:31:04.052Z,2016-11-30T15:35:46.726Z,175.9171066,-40.61671587,2.027741693,24.921875,M,,NonLinLoc,,automatic,nz3drx,33,33,19,0.07402745442,61.32925758,0.6620285241,0
2016p904447,,2016-11-30T15:29:45.640Z,2016-11-30T15:31:52.262Z,174.2393725,-41.67771596,1.993436069,8.515625,M,,NonLinLoc,,automatic,nz3drx,15,15,9,0.07565454398,113.2960903,0.3207666874,0
2016p904440,,2016-11-30T15:25:58.895Z,2016-11-30T15:28:08.771Z,174.6106408,-40.89548171,1.648293124,32.1875,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.2293286232,152.4316823,0.32330644,0
2016p904435,,2016-11-30T15:23:02.807Z,2016-11-30T15:24:17.187Z,174.3189408,-41.66170245,1.313771528,9.921875,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.1194141075,135.2841824,0.2744544921,0
2016p904427,,2016-11-30T15:18:48.525Z,2016-11-30T15:21:41.096Z,178.2338487,-37.77206371,2.286341592,47.1875,M,,NonLinLoc,,automatic,nz3drx,38,38,19,0.15733052,161.4511579,1.755014797,0
2016p904426,,2016-11-30T15:18:26.875Z,2016-11-30T15:21:48.117Z,173.9874581,-41.99316491,2.25031961,18.59375,M,,NonLinLoc,,automatic,nz3drx,17,17,6,0.287851261,173.0819747,0.7678531835,0
2016p904415,,2016-11-30T15:12:23.161Z,2016-11-30T15:14:53.014Z,173.0509351,-42.54331663,2.279933298,18.59375,M,,NonLinLoc,,automatic,nz3drx,21,21,7,0.3821510273,109.1732884,0.6745038146,0
2016p904387,,2016-11-30T14:57:53.553Z,2016-11-30T15:00:10.899Z,174.1584315,-41.68201194,1.81936656,14.140625,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.07973991103,67.15455711,0.4657020755,0
2016p904386,earthquake,2016-11-30T14:57:13.640Z,2016-11-30T18:24:26.487Z,175.2254486,-39.23366165,1.032870162,13.59459782,M,,LOCSAT,confirmed,manual,iasp91,16,11,6,0.1090839207,277.0266418,0.2335182574,0
2016p904381,,2016-11-30T14:54:14.408Z,2016-11-30T14:55:32.774Z,175.998303,-41.23175101,1.480074936,14.84375,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.1456532458,207.7178899,0.5320390107,0
2016p904373,,2016-11-30T14:50:22.463Z,2016-11-30T14:52:48.086Z,172.9955374,-42.90560217,2.471325621,14.84375,M,,NonLinLoc,,automatic,nz3drx,17,17,6,0.06819959371,113.9871606,0.6816500425,0
2016p904371,,2016-11-30T14:49:16.788Z,2016-11-30T14:51:20.712Z,174.3623164,-41.72386544,2.026545405,16.71875,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.1142491709,144.6563216,0.4722553467,0
2016p904349,,2016-11-30T14:37:45.048Z,2016-11-30T14:40:15.550Z,175.5748919,-40.22385866,2.635839451,19.0625,M,,NonLinLoc,,automatic,nz3drx,19,19,15,0.5776878608,271.1068284,1.975352559,0
2016p904348,,2016-11-30T14:37:05.089Z,2016-11-30T20:20:25.946Z,173.8414324,-42.09401675,3.367554405,13.4375,M,,NonLinLoc,,automatic,nz3drx,84,84,35,0.3784939918,135.8375136,2.020180811,0
2016p904343,,2016-11-30T14:34:04.050Z,2016-11-30T14:36:01.195Z,176.6649299,-40.53152549,1.65643656,14.84375,M,,NonLinLoc,,automatic,nz3drx,13,13,8,0.1579358522,205.0606628,0.4033978952,0
2016p904320,,2016-11-30T14:22:11.518Z,2016-11-30T14:25:08.308Z,174.36908,-41.71989348,2.342710465,9.921875,M,,NonLinLoc,,automatic,nz3drx,33,33,12,0.1201784924,144.4976814,1.288063423,0
2016p904317,,2016-11-30T14:20:28.191Z,2016-11-30T14:22:17.625Z,174.1948896,-41.74814688,1.972132962,8.984375,M,,NonLinLoc,,automatic,nz3drx,18,18,6,0.01444634241,116.2876852,0.6293397445,0
2016p904315,,2016-11-30T14:19:16.067Z,2016-11-30T14:21:52.270Z,172.2579392,-42.3934161,2.296164555,10.15625,M,,NonLinLoc,,automatic,nz3drx,20,20,4,0.3900241282,91.06221565,0.9471264933,0
2016p904311,,2016-11-30T14:17:24.493Z,2016-11-30T14:19:38.225Z,174.2084542,-42.00963367,2.193400415,27.96875,M,,NonLinLoc,,automatic,nz3drx,21,21,8,0.258999796,145.5785122,0.6321849882,0
2016p904295,,2016-11-30T14:08:33.475Z,2016-11-30T14:11:03.026Z,174.0250628,-41.78737761,2.238787688,20.46875,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.1311342575,142.0892769,0.5629927,0
2016p904289,,2016-11-30T14:05:19.602Z,2016-11-30T14:07:25.177Z,173.6605553,-42.52927784,2.230825169,24.6875,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.1439429032,206.710441,0.6347399855,0
2016p904285,,2016-11-30T14:03:20.831Z,2016-11-30T14:05:57.340Z,174.1504731,-41.79689407,2.317206195,13.203125,M,,NonLinLoc,,automatic,nz3drx,27,27,15,0.06661316858,140.6506778,0.7098981947,0
2016p904284,,2016-11-30T14:02:38.024Z,2016-11-30T14:05:17.015Z,173.6718919,-42.30099398,2.634839113,20.46875,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.1517299702,166.3360579,0.5423870389,0
2016p904279,,2016-11-30T14:00:01.875Z,2016-11-30T14:05:15.030Z,174.1573641,-41.73036249,1.878209096,5.234375,M,,NonLinLoc,,automatic,nz3drx,19,19,7,0.04663744783,98.26989051,0.5719387774,0
2016p904272,,2016-11-30T13:56:17.374Z,2016-11-30T14:06:08.052Z,174.0922351,-41.9161448,2.927229271,16.71875,M,,NonLinLoc,,automatic,nz3drx,57,57,33,0.1897283127,134.6114513,1.715361406,0
2016p904260,,2016-11-30T13:50:00.274Z,2016-11-30T13:51:57.255Z,176.5629393,-40.57514435,2.220876156,12.96875,M,,NonLinLoc,,automatic,nz3drx,12,12,8,0.1295831977,182.8346418,0.2611141317,0
2016p904257,,2016-11-30T13:48:31.581Z,2016-11-30T14:04:14.536Z,173.8597254,-42.2964466,3.102802345,30.78125,M,,NonLinLoc,,automatic,nz3drx,60,60,36,0.2662785112,145.562951,1.370554731,0
2016p904235,,2016-11-30T13:36:55.043Z,2016-11-30T13:38:59.376Z,174.2399801,-41.69441659,2.300657208,5.234375,M,,NonLinLoc,,automatic,nz3drx,23,23,13,0.05978443735,118.9541235,0.6078958422,0
2016p904201,,2016-11-30T13:18:44.491Z,2016-11-30T13:22:22.411Z,173.5414521,-42.25881646,2.763823229,15.3125,M,,NonLinLoc,,automatic,nz3drx,24,24,10,0.1571778172,131.8125745,1.308313591,0
2016p904193,,2016-11-30T13:14:30.875Z,2016-11-30T13:16:49.178Z,173.857908,-42.3881646,2.530729952,24.6875,M,,NonLinLoc,,automatic,nz3drx,29,29,13,0.2373115443,151.6581829,1.108742061,0
2016p904189,,2016-11-30T13:12:12.905Z,2016-11-30T13:15:43.987Z,178.4102268,-37.48441843,2.394640871,32.1875,M,,NonLinLoc,,automatic,nz3drx,23,23,12,0.1180284108,246.9319978,1.059654327,0
2016p904188,,2016-11-30T13:11:53.352Z,2016-11-30T13:14:33.387Z,173.939045,-41.98507577,1.928484778,23.28125,M,,NonLinLoc,,automatic,nz3drx,19,19,6,0.2720241029,159.2541375,0.6787627798,0
2016p904173,,2016-11-30T13:03:40.689Z,2016-11-30T13:07:01.183Z,175.4362054,-40.36309485,2.573709383,59.375,M,,NonLinLoc,,automatic,nz3drx,19,19,12,0.315189398,258.5260744,1.26787522,0
2016p904172,,2016-11-30T13:02:57.808Z,2016-11-30T13:06:34.833Z,177.5678592,-37.17827107,3.629680812,69.6875,M,,NonLinLoc,,automatic,nz3drx,113,113,81,0.4705839384,185.004626,1.718232515,0
2016p904160,,2016-11-30T12:56:40.828Z,2016-11-30T12:58:46.064Z,174.1575245,-41.70867876,1.942251721,12.734375,M,,NonLinLoc,,automatic,nz3drx,17,17,9,0.05909611817,78.07931824,0.4391466248,0
2016p904141,,2016-11-30T12:46:32.725Z,2016-11-30T12:48:51.319Z,173.6905005,-42.49844074,2.55813138,18.59375,M,,NonLinLoc,,automatic,nz3drx,27,27,12,0.1383810347,151.1859417,1.551944763,0
2016p904127,,2016-11-30T12:39:24.162Z,2016-11-30T12:41:27.249Z,177.3552079,-39.46255093,1.765050052,21.40625,M,,NonLinLoc,,automatic,nz3drx,14,14,8,0.3344089051,173.9123704,0.5061500257,0
2016p904122,,2016-11-30T12:36:28.897Z,2016-11-30T12:38:34.206Z,172.8677694,-42.66153668,2.437316817,17.65625,M,,NonLinLoc,,automatic,nz3drx,16,16,5,0.329547733,94.49263369,0.4791333609,0
2016p904117,,2016-11-30T12:33:43.240Z,2016-11-30T12:37:00.741Z,173.2532697,-42.5692097,3.237138762,32.65625,M,,NonLinLoc,,automatic,nz3drx,70,70,40,0.2610317734,130.7080348,1.442808211,0
2016p904108,earthquake,2016-11-30T12:29:11.363Z,2016-11-30T18:36:31.990Z,174.0291748,-42.39555359,3.7109384,7.278531551,M,,LOCSAT,confirmed,manual,iasp91,28,26,20,0.3636367321,156.1188736,0.7204931865,0
2016p904092,,2016-11-30T12:20:19.264Z,2016-11-30T12:23:36.574Z,174.1749051,-41.86100672,3.524415431,11.328125,M,,NonLinLoc,,automatic,nz3drx,84,84,58,0.1144698917,147.1749111,1.929399558,0
2016p904090,,2016-11-30T12:19:37.093Z,2016-11-30T12:22:53.563Z,173.9920345,-41.96326634,3.516980579,23.28125,M,,NonLinLoc,,automatic,nz3drx,46,46,34,0.2604499094,133.9834786,1.612571313,0
2016p904086,,2016-11-30T12:17:07.181Z,2016-11-30T12:18:52.150Z,174.0797587,-41.87573815,2.122483056,18.59375,M,,NonLinLoc,,automatic,nz3drx,22,22,7,0.1611571732,144.5343942,0.7330783341,0
2016p904079,,2016-11-30T12:13:50.902Z,2016-11-30T12:16:22.111Z,174.2241746,-41.77986941,2.322696539,14.84375,M,,NonLinLoc,,automatic,nz3drx,25,25,13,0.03003314356,129.2112737,0.9142940752,0
2016p904071,,2016-11-30T12:09:18.212Z,2016-11-30T12:11:11.159Z,174.3886032,-41.62871737,2.300758377,15.078125,M,,NonLinLoc,,automatic,nz3drx,28,28,13,0.1798653291,132.1868255,0.7113026055,0
2016p904059,,2016-11-30T12:03:16.371Z,2016-11-30T12:05:10.548Z,175.821182,-39.49770101,1.292806656,9.6875,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.2760577832,196.7775888,0.5792215095,0
2016p904058,,2016-11-30T12:02:26.935Z,2016-11-30T12:05:00.296Z,173.9799279,-42.24488384,2.841071895,54.6875,M,,NonLinLoc,,automatic,nz3drx,38,38,21,0.3694307261,156.9128076,2.102218885,0
2016p904056,,2016-11-30T12:01:04.601Z,2016-11-30T12:03:32.325Z,174.1422677,-41.70739668,2.172943865,14.84375,M,,NonLinLoc,,automatic,nz3drx,16,16,9,0.06838211636,84.00211928,0.5553338564,0
2016p904051,,2016-11-30T11:58:26.444Z,2016-11-30T12:00:59.154Z,173.9035128,-41.97402582,2.285189104,17.65625,M,,NonLinLoc,,automatic,nz3drx,19,19,6,0.2579918352,156.9571014,0.9755507996,0
2016p904050,,2016-11-30T11:57:59.749Z,2016-11-30T12:00:08.068Z,174.1027815,-41.84638146,2.145062909,23.28125,M,,NonLinLoc,,automatic,nz3drx,15,15,8,0.1274304761,159.5387668,0.5869281236,0
2016p904046,,2016-11-30T11:55:54.459Z,2016-11-30T11:57:53.273Z,174.0497863,-42.44045355,2.293409322,24.6875,M,,NonLinLoc,,automatic,nz3drx,11,11,2,0.3775129594,204.4534578,0.9270170686,0
2016p904038,,2016-11-30T11:51:31.159Z,2016-11-30T11:53:44.639Z,173.6596039,-42.26058734,2.244318944,24.21875,M,,NonLinLoc,,automatic,nz3drx,19,19,6,0.1796780354,145.2016919,0.5732226282,0
2016p904031,,2016-11-30T11:48:13.624Z,2016-11-30T11:50:43.116Z,174.1747097,-41.73837901,2.192491554,11.09375,M,,NonLinLoc,,automatic,nz3drx,20,20,10,0.03163550988,101.7813274,0.4981343334,0
2016p904027,,2016-11-30T11:45:42.136Z,2016-11-30T11:47:52.254Z,178.2527195,-38.19152914,2.013560391,10.390625,M,,NonLinLoc,,automatic,nz3drx,14,14,10,0.1186333013,168.292733,0.2859685322,0
2016p904016,,2016-11-30T11:39:59.204Z,2016-11-30T11:42:03.189Z,178.2555015,-38.19328049,1.900223014,9.921875,M,,NonLinLoc,,automatic,nz3drx,14,14,9,0.1202216723,169.1170093,0.2895840837,0
2016p904002,,2016-11-30T11:32:18.235Z,2016-11-30T11:35:45.916Z,174.1773855,-41.76181408,3.346129378,24.21875,M,,NonLinLoc,,automatic,nz3drx,91,91,60,0.02962579103,126.3384721,1.72548641,0
2016p903998,,2016-11-30T11:30:25.822Z,2016-11-30T11:32:29.232Z,174.1890069,-41.72545201,2.112128667,14.84375,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.3451623147,136.2692227,0.533250276,0
2016p903985,,2016-11-30T11:23:27.027Z,2016-11-30T11:27:15.773Z,174.0132719,-42.35263488,2.202984227,28.4375,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.3565001117,186.050489,0.8053599913,0
2016p903977,,2016-11-30T11:19:04.254Z,2016-11-30T11:23:09.750Z,174.0886121,-42.34981931,3.674787563,35.46875,M,,NonLinLoc,,automatic,nz3drx,77,77,54,0.4118779483,157.0957037,1.410382653,0
2016p903975,,2016-11-30T11:18:13.463Z,2016-11-30T11:20:36.286Z,174.0513237,-42.34873555,3.482636558,31.71875,M,,NonLinLoc,,automatic,nz3drx,29,29,21,0.3849098995,158.612251,0.8300897813,0
2016p903964,,2016-11-30T11:12:20.167Z,2016-11-30T11:14:38.654Z,173.6002749,-42.47579896,2.495839805,16.71875,M,,NonLinLoc,,automatic,nz3drx,32,32,12,0.07471316921,143.7793269,1.22374002,0
2016p903930,,2016-11-30T10:54:14.293Z,2016-11-30T10:55:57.154Z,174.1963782,-41.73818069,2.13472633,5.234375,M,,NonLinLoc,,automatic,nz3drx,20,20,7,0.01802485123,81.21884984,0.8373463651,0
2016p903917,,2016-11-30T10:47:14.767Z,2016-11-30T10:49:29.338Z,173.6750561,-42.2810616,2.133497152,16.71875,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.1688278032,162.0867274,0.5783465949,0
2016p903913,,2016-11-30T10:45:33.778Z,2016-11-30T10:48:36.389Z,178.0649047,-37.83344743,2.128523309,39.6875,M,,NonLinLoc,,automatic,nz3drx,29,29,12,0.03470768286,220.5754013,1.082160561,0
2016p903909,,2016-11-30T10:42:51.078Z,2016-11-30T10:44:49.272Z,173.7143263,-42.19042737,1.776521611,5.9375,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.2609673691,166.678727,0.6230663342,0
2016p903901,,2016-11-30T10:38:59.001Z,2016-11-30T10:42:27.270Z,178.2945907,-37.61072762,2.808931083,40.625,M,,NonLinLoc,,automatic,nz3drx,53,53,29,0.04815524975,144.1697709,1.462126527,0
2016p903896,,2016-11-30T10:36:00.255Z,2016-11-30T10:39:18.259Z,174.2983179,-41.73866949,2.879725648,15.78125,M,,NonLinLoc,,automatic,nz3drx,65,65,35,0.06421104358,128.1480509,1.818431746,0
2016p903891,,2016-11-30T10:33:38.510Z,2016-11-30T10:35:23.342Z,174.2571994,-41.72411684,1.778766641,19.53125,M,,NonLinLoc,,automatic,nz3drx,18,18,6,0.04206960755,139.5567839,0.3821198024,0
2016p903874,,2016-11-30T10:24:18.033Z,2016-11-30T10:26:45.141Z,175.9718429,-38.5420305,2.355987592,152.1875,M,,NonLinLoc,,automatic,nz3drx,42,42,16,0.4458354667,98.17224261,1.902303515,0
2016p903869,,2016-11-30T10:21:51.841Z,2016-11-30T10:22:51.217Z,176.2267652,-38.62029214,1.280838115,5.1171875,M,,NonLinLoc,,automatic,nz3drx,10,10,7,0.06655675736,75.01508217,0.09012162164,0
2016p903865,earthquake,2016-11-30T10:19:17.775Z,2016-11-30T18:27:08.663Z,176.2136993,-38.61180115,1.640957734,5.349930286,M,,LOCSAT,confirmed,manual,iasp91,21,17,12,0.06614914536,46.46803284,0.2900094368,0
2016p903818,,2016-11-30T09:54:45.780Z,2016-11-30T09:57:17.597Z,176.2987112,-38.98545887,2.825131318,9.6875,M,,NonLinLoc,,automatic,nz3drx,20,20,15,0.4075537502,224.013889,1.682770093,0
2016p903817,earthquake,2016-11-30T09:53:50.647Z,2016-11-30T18:34:34.491Z,174.0729065,-41.80351257,4.138571695,15.73694992,M,,LOCSAT,confirmed,manual,iasp91,21,14,12,0.1186359301,137.2347412,0.6512312646,0
2016p903814,,2016-11-30T09:52:16.305Z,2016-11-30T09:54:26.562Z,176.6467802,-40.53098361,2.211789378,13.90625,M,,NonLinLoc,,automatic,nz3drx,30,30,18,0.1454615583,202.499396,0.7644720294,0
2016p903803,,2016-11-30T09:46:24.577Z,2016-11-30T09:49:16.707Z,173.6500936,-42.32038448,2.424799771,33.59375,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.1264248877,147.9867869,1.072841421,0
2016p903798,,2016-11-30T09:44:03.454Z,2016-11-30T09:45:48.234Z,176.5564212,-40.5791163,1.836573011,15.078125,M,,NonLinLoc,,automatic,nz3drx,18,18,8,0.1307644328,195.2961875,0.5844721555,0
2016p903791,,2016-11-30T09:39:50.046Z,2016-11-30T09:42:55.399Z,174.3182552,-41.72924518,3.73507844,28.90625,M,,NonLinLoc,,automatic,nz3drx,109,109,77,0.08098532138,127.9404692,1.541784964,0
2016p903779,,2016-11-30T09:33:43.053Z,2016-11-30T09:35:36.177Z,174.2503353,-41.62465326,2.272092369,12.734375,M,,NonLinLoc,,automatic,nz3drx,27,27,14,0.1293003708,107.0160712,0.5625653461,0
2016p903774,,2016-11-30T09:30:51.794Z,2016-11-30T09:32:49.195Z,173.7930378,-42.24444813,2.091298291,28.90625,M,,NonLinLoc,,automatic,nz3drx,19,19,7,0.2553055531,141.6680629,0.9142737249,0
2016p903767,,2016-11-30T09:27:51.380Z,2016-11-30T09:30:42.206Z,178.3275553,-37.76830961,2.274720408,34.0625,M,,NonLinLoc,,automatic,nz3drx,31,31,13,0.08340922455,129.0393488,1.286603017,0
2016p903756,,2016-11-30T09:21:22.347Z,2016-11-30T09:25:17.423Z,173.0845753,-42.34399283,2.624991923,22.34375,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.3429900469,78.67907465,0.7398490359,0
2016p903730,,2016-11-30T09:07:47.395Z,2016-11-30T09:09:11.309Z,176.685271,-40.51213499,2.008720477,15.78125,M,,NonLinLoc,,automatic,nz3drx,18,18,8,0.1657575254,205.9083205,0.5478884999,0
2016p903727,,2016-11-30T09:06:11.961Z,2016-11-30T09:08:10.940Z,176.7847813,-39.7652126,1.777547339,30.78125,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.07530878262,55.81414911,0.5442140543,0
2016p903721,,2016-11-30T09:02:47.344Z,2016-11-30T09:05:21.742Z,173.5570827,-42.39444379,2.784885845,26.09375,M,,NonLinLoc,,automatic,nz3drx,36,36,20,0.02542497024,138.3285883,1.217787302,0
2016p903720,,2016-11-30T09:02:08.865Z,2016-11-30T09:04:15.882Z,174.3130657,-41.70156721,2.228668104,6.640625,M,,NonLinLoc,,automatic,nz3drx,22,22,13,0.08935664811,137.5010877,0.5708177693,0
2016p903671,,2016-11-30T08:36:05.876Z,2016-11-30T08:38:18.859Z,173.7192815,-42.39581803,2.518544764,19.53125,M,,NonLinLoc,,automatic,nz3drx,21,21,9,0.1347598204,161.6301037,1.033479586,0
2016p903658,,2016-11-30T08:29:29.358Z,2016-11-30T08:31:45.521Z,174.3109695,-41.69483277,2.232267782,13.671875,M,,NonLinLoc,,automatic,nz3drx,23,23,13,0.09206132956,138.7817384,0.5460540174,0
2016p903657,,2016-11-30T08:28:35.616Z,2016-11-30T08:30:45.027Z,173.7546231,-42.48861979,2.743730455,25.625,M,,NonLinLoc,,automatic,nz3drx,20,20,11,0.1743479855,166.6293447,1.220312594,0
2016p903651,,2016-11-30T08:25:32.558Z,2016-11-30T08:28:39.401Z,173.8189788,-42.11839034,3.143137017,30.78125,M,,NonLinLoc,,automatic,nz3drx,62,62,37,0.3639162693,136.2591826,1.612850144,0
2016p903640,,2016-11-30T08:19:41.629Z,2016-11-30T08:28:51.403Z,173.7763332,-41.99366773,2.57883815,25.15625,M,,NonLinLoc,,automatic,nz3drx,34,34,15,0.2874853319,127.9963194,1.330444389,0
2016p903639,,2016-11-30T08:19:06.553Z,2016-11-30T08:20:19.276Z,176.0133686,-40.85296316,1.313622907,19.765625,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.1208192636,89.71833938,0.2967934658,0
2016p903604,,2016-11-30T08:00:16.271Z,2016-11-30T08:02:06.996Z,173.7472215,-42.13965789,2.177392409,26.09375,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.3173443951,162.9455456,0.40673849,0
2016p903600,,2016-11-30T07:58:31.533Z,2016-11-30T08:00:46.082Z,174.2918932,-41.67759026,2.249588974,13.203125,M,,NonLinLoc,,automatic,nz3drx,22,22,12,0.09405998247,135.9230871,0.4441684391,0
2016p903599,earthquake,2016-11-30T07:57:20.938Z,2016-11-30T18:30:24.416Z,175.6904907,-39.47146988,1.345053075,55.66347504,M,,LOCSAT,confirmed,manual,iasp91,21,15,8,0.1611501575,165.7125549,0.1815997435,0
2016p903598,,2016-11-30T07:57:03.359Z,2016-11-30T08:00:35.049Z,172.9426805,-42.6637042,2.987212927,25.15625,M,,NonLinLoc,,automatic,nz3drx,34,34,22,0.311102294,106.795945,0.9885090656,0
2016p903596,,2016-11-30T07:56:17.023Z,2016-11-30T07:59:17.229Z,177.2697355,-37.37889098,2.81160707,81.875,M,,NonLinLoc,,automatic,nz3drx,22,22,9,0.541506091,173.642552,1.135680606,0
2016p903591,,2016-11-30T07:53:22.127Z,2016-11-30T07:56:28.922Z,173.8141228,-42.38856124,2.542926728,25.15625,M,,NonLinLoc,,automatic,nz3drx,26,26,12,0.2051793114,152.1824892,1.132600093,0
2016p903588,,2016-11-30T07:51:53.851Z,2016-11-30T07:54:08.919Z,173.7390802,-41.95419961,2.356712081,18.125,M,,NonLinLoc,,automatic,nz3drx,18,18,8,0.2594121962,138.9798463,0.5887611007,0
2016p903586,,2016-11-30T07:51:02.740Z,2016-11-30T07:52:45.865Z,174.1499365,-41.82106934,2.00163706,12.96875,M,,NonLinLoc,,automatic,nz3drx,13,13,7,0.08558111949,173.1601167,0.3487043956,0
2016p903581,earthquake,2016-11-30T07:48:06.229Z,2016-11-30T09:52:57.821Z,175.6377258,-40.69838333,3.519620207,27.28496742,M,,LOCSAT,confirmed,manual,iasp91,34,27,21,0.05878888071,56.59440613,0.4772369133,0
2016p903540,,2016-11-30T07:26:13.714Z,2016-11-30T07:28:28.258Z,174.256703,-41.74829212,2.470754102,9.453125,M,,NonLinLoc,,automatic,nz3drx,23,23,14,0.03197822145,127.67764,0.5477903296,0
2016p903537,,2016-11-30T07:24:55.364Z,2016-11-30T07:27:29.228Z,174.2637209,-41.76351234,2.564760152,9.921875,M,,NonLinLoc,,automatic,nz3drx,34,34,18,0.03905912541,141.8028276,1.045445312,0
2016p903525,,2016-11-30T07:18:16.523Z,2016-11-30T07:21:05.411Z,174.3059329,-41.70803071,2.515421202,7.578125,M,,NonLinLoc,,automatic,nz3drx,36,36,18,0.08131045764,137.9094295,1.095226869,0
2016p903514,,2016-11-30T07:12:20.070Z,2016-11-30T07:14:26.807Z,173.7072414,-42.23527522,2.325642326,29.84375,M,,NonLinLoc,,automatic,nz3drx,20,20,7,0.5346747853,139.503667,0.6684060016,0
2016p903509,,2016-11-30T07:09:56.316Z,2016-11-30T07:13:23.304Z,173.71151,-42.28712846,2.725564032,29.375,M,,NonLinLoc,,automatic,nz3drx,33,33,19,0.1819088556,142.1335645,0.8476318184,0
2016p903505,,2016-11-30T07:07:29.878Z,2016-11-30T07:10:18.822Z,177.4795375,-38.68580259,2.15211688,14.140625,M,,NonLinLoc,,automatic,nz3drx,37,37,19,0.1483972,51.43186888,0.5067112363,0
2016p903504,,2016-11-30T07:07:05.031Z,2016-11-30T07:09:58.256Z,172.4376881,-42.71587595,2.565489932,12.03125,M,,NonLinLoc,,automatic,nz3drx,25,25,11,0.1392660788,64.36796415,1.249524957,0
2016p903485,,2016-11-30T06:57:00.385Z,2016-11-30T06:59:05.460Z,173.5138217,-42.1595512,2.195465067,21.40625,M,,NonLinLoc,,automatic,nz3drx,19,19,5,0.256963923,127.9819276,0.497596708,0
2016p903483,,2016-11-30T06:56:21.612Z,2016-11-30T06:57:52.179Z,174.1118551,-41.86833613,1.933130504,26.5625,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.2308906048,147.2380826,0.5710288921,0
2016p903454,,2016-11-30T06:40:34.363Z,2016-11-30T06:42:35.854Z,174.1238742,-41.78860661,1.424563426,9.6875,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.07760400131,205.0085471,0.4000223226,0
2016p903449,,2016-11-30T06:37:47.206Z,2016-11-30T06:40:16.818Z,177.6956215,-37.84698341,2.222742642,21.40625,M,,NonLinLoc,,automatic,nz3drx,22,22,10,0.1169554376,138.7803923,1.238241098,0
